publisher,genres,game,title,release_date,price,id,developer
IllusoryWorldEntertainment,"['Action', 'Indie', 'Early Access']",StarsOne,StarsOne,2016,9.99,457010,IllusoryWorldEntertainment
Siberian Digital,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",AuroraRL,AuroraRL,2016,4.99,437890,Sun Dogs
Cleverweek,"['Casual', 'Indie']",Tenrow,Tenrow,2016,2.99,449760,Cleverweek
Green Man Gaming Publishing,"['Action', 'Indie']",Glitchrunners,Glitchrunners,2016,12.99,446870,Torque Studios
Ripstone Ltd,"['Casual', 'Indie', 'Simulation', 'Sports']",Pure Hold'em - Paradise City Chipset,Pure Hold'em - Paradise City Chipset,2016,2.99,342590,VooFoo Studios Ltd
Choice of Games,"['Adventure', 'Indie', 'RPG']",The Hero Project: Redemption Season - MeChip Warning System,The Hero Project: Redemption Season - MeChip Warning System,2016,0.99,459330,Choice of Games
Choice of Games,"['Adventure', 'Indie', 'RPG']",The Hero Project: Redemption Season,The Hero Project: Redemption Season,2016,5.99,459310,Choice of Games
KISS ltd,"['Indie', 'Simulation', 'Strategy']",Game Tycoon 2,Game Tycoon 2,2016,14.99,404640,Sunlight Games
Redshift,"['Adventure', 'Indie', 'RPG']",The Quest - Islands of Ice and Fire,The Quest - Islands of Ice and Fire,2016,6.99,459750,Redshift
Black Shell Media,"['Action', 'Indie']",Virtual Rogue,Virtual Rogue,2016,2.99,448090,Snowy Productions
Disney Interactive,"['Action', 'Racing']",TRON RUN/r DISC Extender Bundle,TRON RUN/r DISC Extender Bundle,2016,2.99,429460,Sanzaru Games Inc.
"Tenwall Creatives, Inc.","['Action', 'Indie']",BLEAK: Welcome to Glimmer,BLEAK: Welcome to Glimmer,2016,7.99,364830,"Tenwall Creatives, Inc."
"Tenwall Creatives, Inc.","['Action', 'Indie']","BLEAK: Original Soundtrack, Vol. 1","BLEAK: Original Soundtrack, Vol. 1",2016,7.99,447340,"Tenwall Creatives, Inc."
PixelTail Games,"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Early Access']",Tower Unite,Tower Unite,2016,14.99,394690,PixelTail Games
Holgersson Entertainment,"['Action', 'Indie', 'Strategy']",Fortify,Fortify,2016,4.99,378260,Holgersson Entertainment
Moon Pub Games,"['Action', 'Indie']",Space Scaven,Space Scaven,2016,6.99,456130,Moon Pub Games
Slitherine Ltd.,"['Simulation', 'Strategy']",Order of Battle: U.S. Marines,Order of Battle: U.S. Marines,2016,9.99,443620,The Artistocrats
Games Starter,"['Action', 'Adventure', 'Indie']",Flat Kingdom - Soundtrack + Artbook,Flat Kingdom - Soundtrack + Artbook,2016,4.99,457560,Fat Panda Games
Snapjaw Games GmbH,"['Action', 'Indie', 'Strategy', 'Early Access']",The Fifth Expedition,The Fifth Expedition,2016,9.99,453030,Snapjaw Games GmbH
Milestone S.r.l.,"['Racing', 'Simulation', 'Sports']",MXGP2 - Villopoto Replica Equipment,MXGP2 - Villopoto Replica Equipment,2016,1.99,438860,Milestone S.r.l.
Milestone S.r.l.,"['Racing', 'Simulation', 'Sports']",MXGP2 - The Official Motocross Videogame,MXGP2 - The Official Motocross Videogame,2016,39.99,400800,Milestone S.r.l.
Milestone S.r.l.,"['Racing', 'Simulation', 'Sports']",MXGP2 - Season Pass,MXGP2 - Season Pass,2016,7.99,445200,Milestone S.r.l.
Milestone S.r.l.,"['Racing', 'Simulation', 'Sports']",MXGP2 - Cairoli Replica Equipment,MXGP2 - Cairoli Replica Equipment,2016,1.99,438850,Milestone S.r.l.
Artifex Mundi,"['Adventure', 'Casual']",Tibetan Quest: Beyond the World's End,Tibetan Quest: Beyond the World's End,2016,9.99,427550,Brave Giant LTD
Zillion Whales,"['Action', 'Indie', 'Strategy']",Mushroom Wars,Mushroom Wars,2016,9.99,431250,"Zillion Whales,Creat Studios"
Plug In Digital,"['Action', 'Adventure', 'Indie']",A Blind Legend,A Blind Legend,2016,6.99,437530,Dowino
SEGA,"['RPG', 'Strategy']",Endless Legend™ - Shifters,Endless Legend™ - Shifters,2016,12.99,451050,AMPLITUDE Studios
Flazm,"['Casual', 'Indie', 'Simulation', 'Strategy']",Train Valley - Germany,Train Valley - Germany,2016,2.49,459120,"Alexey Davydov,Sergey Dvoynikov,Timofey Shargorodskiy"
Transhuman Design,"['Action', 'Casual', 'Indie']",Trench Run,Trench Run,2016,7.99,262100,Transhuman Design
BrainGoodGames,"['Indie', 'Strategy']",Axes and Acres,Axes and Acres,2016,9.99,448910,BrainGoodGames
,,HTC Vive,HTC Vive,2016,599.0,358040,
Last Lotus,"['Casual', 'Indie', 'Simulation']",One Last Chance,One Last Chance,2016,3.99,460150,Last Lotus
Last Lotus,"['Casual', 'Indie', 'Simulation']",One Last Chance Soundtrack,One Last Chance Soundtrack,2016,2.99,460260,Last Lotus
Batu Games LLC,"['Indie', 'Strategy']",Atriage,Atriage,2016,9.99,454780,Batu Games LLC
Noble Master LLC,"['Free to Play', 'Indie', 'Strategy']",Age of Conquest IV,Age of Conquest IV,2016,0,314970,Noble Master LLC
Sickware Studios,['RPG'],Fallen Temple,Fallen Temple,2016,4.99,341460,Tyrone Hunt
Ross Edgar,"['Action', 'Indie', 'Simulation', 'Early Access']",DAMAGE CONTROL,DAMAGE CONTROL,2016,0.99,450020,Ross Edgar
astragon Entertainment GmbH,['Simulation'],Bus Simulator 16 - MAN Lion's City A 47 M,Bus Simulator 16 - MAN Lion's City A 47 M,2016,1.99,443430,stillalive studios
Dogenzaka Lab,['Adventure'],"Destiny's Princess: A War Story, A Love Story","Destiny's Princess: A War Story, A Love Story",2016,15.99,447170,Dogenzaka Lab
Dogenzaka Lab,"['Adventure', 'Indie']",Campus Notes - forget me not.,Campus Notes - forget me not.,2016,11.99,435360,4th cluster
G2CREW,"['Indie', 'Simulation']",MachineCraft PREMIUM,MachineCraft PREMIUM,2016,9.99,398820,G2CREW
irritatingFLY studio,"['Casual', 'Indie', 'Strategy']",Odd||Even,Odd||Even,2016,4.99,455940,irritatingFLY studio
Blake Fix,"['Action', 'Adventure', 'Casual', 'Indie']",Little Walker,Little Walker,2016,3.99,448500,Blake Fix
Roman Kozhukhov,"['Action', 'Indie']",Amaranthine,Amaranthine,2016,2.99,454900,Roman Kozhukhov
"Pieces Interactive, THQ Nordic","['Action', 'Adventure', 'Indie']",Kill to Collect,Kill to Collect,2016,9.99,241760,Pieces Interactive
New Reality Games,"['Adventure', 'Indie', 'RPG']",Outrage,Outrage,2016,3.99,457820,Astronomic Games
,"['Casual', 'Free to Play', 'Indie', 'Sports']",Party Jousting - Zombie Pack,Party Jousting - Zombie Pack,2016,0.99,451890,vikingfabian.com
,"['RPG', 'Strategy']",Baldur's Gate: Siege of Dragonspear Official Soundtrack,Baldur's Gate: Siege of Dragonspear Official Soundtrack,2016,9.99,459290,Beamdog
,"['RPG', 'Strategy']",Baldur's Gate: Enhanced Edition Official Soundtrack,Baldur's Gate: Enhanced Edition Official Soundtrack,2016,9.99,459280,Beamdog
Dovetail Games - Flight,['Simulation'],FSX: Steam Edition - Zurich Airport Add-On,FSX: Steam Edition - Zurich Airport Add-On,2016,24.99,433741,Aerosoft GmbH
Dovetail Games - Flight,['Simulation'],FSX: Steam Edition - Wittman Tailwind Add-On,FSX: Steam Edition - Wittman Tailwind Add-On,2016,12.99,379578,Lionheart Creations
Devolver Digital,"['Action', 'Adventure', 'Indie']",Enter the Gungeon - Soundtrack,Enter the Gungeon - Soundtrack,2016,6.99,457840,Dodge Roll
Devolver Digital,"['Action', 'Adventure', 'Indie']",Enter the Gungeon - Microtransaction Gun,Enter the Gungeon - Microtransaction Gun,2016,,457842,Dodge Roll
Devolver Digital,"['Action', 'Adventure', 'Indie']",Enter the Gungeon - Digital Comic,Enter the Gungeon - Digital Comic,2016,,457841,Dodge Roll
New Reality Games,"['Action', 'Casual', 'Indie']",Project Starship,Project Starship,2016,0.99,454890,xXarabongXx
Lost Decade Games,"['Action', 'Indie', 'RPG', 'Early Access']",A Wizard's Lizard: Soul Thief,A Wizard's Lizard: Soul Thief,2016,9.99,373470,Lost Decade Games
inkle Ltd,"['Adventure', 'Indie', 'RPG']",Sorcery! Part 3,Sorcery! Part 3,2016,9.99,445040,inkle Ltd
,"['Casual', 'Simulation']",Rocksmith® 2014 – Black Label Society - “Stillborn”,Rocksmith® 2014 – Black Label Society - “Stillborn”,2016,2.99,436594,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Black Label Society - “Suicide Messiah”,Rocksmith® 2014 – Black Label Society - “Suicide Messiah”,2016,2.99,436595,Ubisoft - San Francisco
,"['Casual', 'Simulation']",Rocksmith® 2014 – Black Label Society - “Overlord”,Rocksmith® 2014 – Black Label Society - “Overlord”,2016,2.99,436596,Ubisoft - San Francisco
Devolver Digital,"['Action', 'Adventure', 'Indie']",Enter the Gungeon,Enter the Gungeon,2016,14.99,311690,Dodge Roll
rokaplay,['Casual'],Atlantic Quest 2 - New Adventure -,Atlantic Quest 2 - New Adventure -,2016,6.99,412530,rokaplay
Russpuppy,"['Casual', 'Indie', 'Simulation', 'Strategy']",Domino Sky,Domino Sky,2016,3.99,457480,Russpuppy
,"['Casual', 'Simulation']",Rocksmith® 2014 – Black Label Society Song Pack,Rocksmith® 2014 – Black Label Society Song Pack,2016,7.99,436597,Ubisoft - San Francisco
"Metaware Limited, LLC","['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",Metaverse,Metaverse,2016,19.99,325430,"Metaware Limited, LLC"
,"['Action', 'Adventure', 'Indie', 'RPG']",A Legend of Luca - Official Game Soundtrack,A Legend of Luca - Official Game Soundtrack,2016,9.99,457100,Legend Studio
Dagestan Technology,"['Adventure', 'Casual']",Spakoyno: Back To USSR 2.0 - OST,Spakoyno: Back To USSR 2.0 - OST,2016,0.99,459660,"Separate Game Development,Artek Electronic"
Insane Dreamers,"['Casual', 'Indie']",Cursor Challenge,Cursor Challenge,2016,0.99,458700,Insane Dreamers
"Bigben Interactive, Plug In Digital",['Racing'],WRC 5 - WRC eSports Pack 2,WRC 5 - WRC eSports Pack 2,2016,4.99,398473,Kylotonn Racing Games
iNK Stories,"['Adventure', 'Indie']",1979 Revolution: Black Friday,1979 Revolution: Black Friday,2016,5.99,388320,"iNK Stories,N-Fusion Interactive"
Digital Tribe,['Indie'],Until I Have You,Until I Have You,2016,13.99,439310,Wormwood Studios
Ant Workshop Ltd,"['Action', 'Indie']",Binaries,Binaries,2016,9.99,435800,Ant Workshop Ltd
,"['Action', 'Indie']",Music From Binaries,Music From Binaries,2016,4.99,455670,Ant Workshop Ltd
HuniePot,"['Indie', 'Simulation']",HunieCam Studio,HunieCam Studio,2016,6.99,426000,HuniePot
Nightdive Studios,['Simulation'],Womb Room,Womb Room,2016,1.99,426010,Bearded Eye
pointfiveteam,"['Casual', 'Indie']",RAM BOE,RAM BOE,2016,1.99,454720,pointfiveteam
,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 5E: Fifth Edition Foes,Fantasy Grounds - 5E: Fifth Edition Foes,2016,19.99,460010,"SmiteWorks USA, LLC"
,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Tabletop Simulator - Tiny Epic Kingdoms + Heroes' Call,Tabletop Simulator - Tiny Epic Kingdoms + Heroes' Call,2016,6.99,458910,"Berserk Games,Gamelyn Games"
,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Tabletop Simulator - RARRR!!,Tabletop Simulator - RARRR!!,2016,4.99,457180,Berserk Games
SOEDESCO Publishing,"['Adventure', 'Indie']",Adam's Venture: Origins Special Edition DLC,Adam's Venture: Origins Special Edition DLC,2016,6.99,455250,Vertigo Games
Blackrose Industries,"['Adventure', 'Indie', 'RPG']",Daughter of Shadows: An SCP Breach Event,Daughter of Shadows: An SCP Breach Event,2015,0.99,449820,Blackrose Industries
Jack Twin,"['Action', 'Adventure', 'Indie']",Epsilon corp.,Epsilon corp.,2016,2.99,459100,Alexandr Kataev
"Bit Planet Games, LLC","['Action', 'Indie', 'Strategy']",The Fleets of Sol,The Fleets of Sol,2016,8.99,383070,"Bit Planet Games, LLC"
Back To Basics Gaming,"['Action', 'Indie']",Lup,Lup,2016,0.99,412600,Leo B
Katapult,"['Adventure', 'Casual', 'Indie', 'Early Access']",CHKN,CHKN,2016,14.99,420930,Katapult
ANPA.US,"['Action', 'Adventure', 'Indie', 'Simulation']",Dinosaur Hunt - Wild West Guns Expansion Pack,Dinosaur Hunt - Wild West Guns Expansion Pack,2016,1.99,434943,ANPA.US
Curve Digital,"['Action', 'Indie', 'Sports']",Stikbold! A Dodgeball Adventure,Stikbold! A Dodgeball Adventure,2016,9.99,429330,Game Swing
,"['Casual', 'Indie']",Spheria,Spheria,2016,3.99,434340,Daydream Software
,,Bleach The Movie: Memories of Nobody,Bleach The Movie: Memories of Nobody,2006,3.99,451480,
,,Bleach The Movie 2: The DiamondDust Rebellion,Bleach The Movie 2: The DiamondDust Rebellion,2007,3.99,451490,
,,Bleach The Movie: Hell Verse,Bleach The Movie: Hell Verse,2010,3.99,451510,
New Reality Games,"['Indie', 'RPG', 'Early Access']",Elements II: Hearts of Light,Elements II: Hearts of Light,2016,4.99,448640,Soul Catapult
,,Bleach The Movie: Fade to Black,Bleach The Movie: Fade to Black,2008,3.99,451500,
Aldorlea Games,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Last Heroes 3,Last Heroes 3,2016,1.99,458420,Warfare Studios
"Brainchild, Owl Cave","['Adventure', 'Indie']",The Slaughter: Act One,The Slaughter: Act One,2016,6.99,356390,Brainchild
Absolutist Ltd.,"['Action', 'Adventure', 'Indie', 'Simulation']",Run Rabbit Run - Soundtrack,Run Rabbit Run - Soundtrack,2016,0.99,450070,FLAT12
Absolutist Ltd.,"['Action', 'Adventure', 'Indie', 'Simulation']",Run Rabbit Run,Run Rabbit Run,2016,3.99,409560,FLAT12
Stubborn Horse Studios,['Indie'],Rewind,Rewind,2016,8.99,438260,Stubborn Horse Studios
3100 games,"['Action', 'Adventure', 'Casual', 'Indie']",Scapeland,Scapeland,2016,3.99,444440,3100 games
United Independent Entertainment GmbH,"['Casual', 'Indie', 'Strategy']",Insane,Insane,2016,7.99,452930,VIS - Visual Imagination Software
Sekai Project,"['Action', 'Adventure', 'Indie']",Rabi-Ribi - Digital Artbook,Rabi-Ribi - Digital Artbook,2016,5.99,431621,CreSpirit
Noetic Games,"['Action', 'Adventure', 'Indie']",Blue Sheep,Blue Sheep,2016,1.99,409280,Noetic Games
Nauris Amatnieks,"['Action', 'Casual', 'Indie']",Moustache Mountain,Moustache Mountain,2016,1.99,457520,Nauris Amatnieks
,"['Adventure', 'Indie', 'RPG', 'Strategy']",Acaratus - Deluxe Upgrade,Acaratus - Deluxe Upgrade,2016,4.99,449080,Nodbrim Interactive
Arctic Hazard Game Studio a/s,"['Racing', 'Simulation', 'Sports', 'Strategy']",Trackday Manager,Trackday Manager,2016,11.99,348030,Arctic Hazard Game Studio a/s
chickeninthecornstudio,"['Indie', 'Simulation', 'Strategy', 'Early Access']",Soviet City,Soviet City,2016,11.99,432250,chickeninthecornstudio
Beamdog,"['RPG', 'Strategy']",Baldur's Gate: Siege of Dragonspear,Baldur's Gate: Siege of Dragonspear,2016,19.99,385970,Beamdog
VLLADGET,"['Action', 'Sports']",Rocket Shooter,Rocket Shooter,2016,6.99,451210,VLLADGET
MangaGamer,['Adventure'],Tokyo Babel,Tokyo Babel,2016,34.99,443380,propeller
Back To Basics Gaming,"['Casual', 'Indie']",Catch a Falling Star,Catch a Falling Star,2016,0.99,451880,Alister Software
For All To Play,"['Casual', 'Free to Play', 'Indie', 'Early Access']",Steno Arcade,Steno Arcade,2016,0,449000,For All To Play
[OneManBand],['Indie'],[the Sequence],[the Sequence],2016,1.99,454320,[OneManBand]
Clever-Plays,,Leap of Fate,Leap of Fate,2016,15.99,363420,Clever-Plays
Ninja Robot Dinosaur,"['Action', 'Indie', 'Early Access']",Bunker Punks,Bunker Punks,2016,14.99,446120,Ninja Robot Dinosaur
dsquare,"['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",The Inner Sea,The Inner Sea,2016,11.99,443700,dsquare
"Fishing Cactus, Plug In Digital","['Action', 'Adventure', 'Indie']",Epistory - Typing Chronicles,Epistory - Typing Chronicles,2016,14.99,398850,Fishing Cactus
Renegade Sector Games,"['Action', 'Adventure', 'Indie']",Ninja Outbreak,Ninja Outbreak,2015,9.99,453880,Renegade Sector Games
"RCTO Productions, Atari","['Simulation', 'Strategy']",RollerCoaster Tycoon World™: Deluxe Edition,RollerCoaster Tycoon World™: Deluxe Edition,2016,4.99,405580,Nvizzio Creations
Fruitbat Factory,"['Adventure', 'Indie']",Magical Eyes - Red is for Anguish,Magical Eyes - Red is for Anguish,2016,14.99,366780,Pomera Studios
,['Strategy'],NOBUNAGA'S AMBITION: Souzou SR - “Mego Hime” Bushou Data,NOBUNAGA'S AMBITION: Souzou SR - “Mego Hime” Bushou Data,2016,,440921,
Senshi.Labs,"['Casual', 'Free to Play', 'Indie', 'RPG']",Mathoria: It All Adds Up,Mathoria: It All Adds Up,2014,0,434480,Senshi.Labs
White Rabbit Games,"['Casual', 'Indie', 'Sports', 'Strategy']",Adorables,Adorables,2016,2.99,366760,White Rabbit Games
Last Life Games,"['Action', 'Adventure', 'Indie']",Trial by Viking,Trial by Viking,2016,12.99,440800,Last Life Games
DQ Team,"['Adventure', 'Casual', 'Indie']",Parallels Cross,Parallels Cross,2016,9.99,456980,"DQ Team,Insomniacs"
BetaDwarf,"['Action', 'Indie', 'RPG', 'Strategy']",FORCED SHOWDOWN,FORCED SHOWDOWN,2016,19.99,265000,BetaDwarf
Dingo Games,"['Action', 'Adventure', 'Casual', 'Indie']",Tasty Planet: Back for Seconds,Tasty Planet: Back for Seconds,2016,5.99,445110,Dingo Games
Cool Mini or Not,"['Casual', 'Indie', 'Strategy']",XenoShyft,XenoShyft,2016,9.99,429390,Cool Mini or Not
,"['Casual', 'Indie', 'Strategy']",XenoShyft - NorTec Elite,XenoShyft - NorTec Elite,2016,1.99,429820,Cool Mini or Not
,"['Action', 'Indie', 'RPG', 'Strategy']",FORCED SHOWDOWN - Deluxe Edition Content,FORCED SHOWDOWN - Deluxe Edition Content,2016,6.99,454960,BetaDwarf
,"['Casual', 'Indie', 'Strategy']",XenoShyft - Grafting Lab,XenoShyft - Grafting Lab,2016,0.99,429870,Cool Mini or Not
,"['Casual', 'Indie', 'Strategy']",XenoShyft - Psychogenics Lab,XenoShyft - Psychogenics Lab,2016,0.99,429871,Cool Mini or Not
,"['Casual', 'Indie', 'Strategy']",XenoShyft - The Hive Expansion,XenoShyft - The Hive Expansion,2016,0.99,429872,Cool Mini or Not
,,Tower Unite Dedicated Server,Tower Unite Dedicated Server,2016,,439660,
Theory Georgiou,"['Casual', 'Free to Play', 'Indie', 'Strategy', 'Early Access']",Fire With Fire Tower Attack and Defense,Fire With Fire Tower Attack and Defense,2016,0,351630,Theory Georgiou
,['Action'],Naotora Ii Debut Costume Set,Naotora Ii Debut Costume Set,2016,7.99,445261,"Team NINJA,KOEI TECMO GAMES CO., LTD."
"CharlieH, Atriagames","['Indie', 'Simulation']",Shake Your Money Simulator 2016,Shake Your Money Simulator 2016,2016,0.99,448660,CharlieH
AGM PLAYISM,"['Adventure', 'Indie']",NightCry,NightCry,2016,24.99,427660,Nude Maker
AGM PLAYISM,"['Adventure', 'Indie']",NightCry Artbook,NightCry Artbook,2016,12.99,455561,Nude Maker
,"['Adventure', 'Indie']",NightCry Soundtrack,NightCry Soundtrack,2016,19.99,455560,Nude Maker
Phoenix Online Publishing,['Adventure'],The Last Door Season 2 Soundtrack,The Last Door Season 2 Soundtrack,2016,,455740,The Game Kitchen
Phoenix Online Publishing,['Adventure'],The Last Door: Season 2 - Collector's Edition,The Last Door: Season 2 - Collector's Edition,2016,9.99,402530,The Game Kitchen
MLB.com,['Sports'],R.B.I. Baseball 16,R.B.I. Baseball 16,2016,19.99,407690,MLB.com
,"['Adventure', 'Indie']",NightCry Storyboards,NightCry Storyboards,2016,12.99,455562,Nude Maker
Rooster Teeth Games,"['Action', 'Adventure', 'Indie']",Angry Video Game Nerd II: ASSimilation,Angry Video Game Nerd II: ASSimilation,2016,9.99,409660,FreakZone Games
Camaquem,"['Indie', 'Strategy', 'Early Access']",Cube Land Arena,Cube Land Arena,2016,1.99,450850,Camaquem
Self-Publish,"['Indie', 'RPG']",To Ash,To Ash,2016,1.99,453950,Kyle Ballentine
"LucasArts, Lucasfilm, Disney Interactive","['Action', 'Simulation']",STAR WARS™: Rebel Assault I + II,STAR WARS™: Rebel Assault I + II,1993,9.99,456540,LucasArts
"LucasArts, Lucasfilm, Disney Interactive","['Action', 'Simulation']",STAR WARS™: Rogue Squadron 3D,STAR WARS™: Rogue Squadron 3D,1998,9.99,455910,"Factor 5,LucasArts"
Lucas Parise,"['Action', 'Adventure', 'Casual', 'Indie']",Edgar,Edgar,2016,4.99,455640,Lucas Parise
Kiemura Ltd,"['Action', 'Casual', 'Indie']",Tiltagon,Tiltagon,2016,2.99,432260,Kiemura Ltd
SIEIDI Ltd,"['Action', 'Adventure', 'Casual', 'Indie']",Hypersensitive Bob,Hypersensitive Bob,2016,4.99,444270,SIEIDI Ltd
Square Enix,"['Action', 'Adventure']",Cold Darkness Awakened,Cold Darkness Awakened,2016,9.99,418810,Crystal Dynamics
Rooster Teeth Games,,Angry Video Game Nerd II: ASSimilation - Soundtrack,Angry Video Game Nerd II: ASSimilation - Soundtrack,2016,4.99,409760,Sam Beddoes
